source,ref_annonce,date_scraped,type_bien,transaction,ville,prix,devise,prix_m2,surface_m2,nb_pieces,nb_chambres,nb_sdb,etage,etat,ascenseur,piscine,parking,agence,vendeur_type,date_publication,titre,url
almanzil.ma,appartement-a-vendre-de-72-m%c2%b2,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #69,https://almanzil.ma/property/appartement-a-vendre-de-72-m%c2%b2/
almanzil.ma,appartement-a-vendre-de-79-m%c2%b2-2,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #70,https://almanzil.ma/property/appartement-a-vendre-de-79-m%c2%b2-2/
almanzil.ma,appartement-a-vendre-de-124-m%c2%b2,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #71,https://almanzil.ma/property/appartement-a-vendre-de-124-m%c2%b2/
almanzil.ma,appartement-a-vendre-de-77-m%c2%b2-3,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #72,https://almanzil.ma/property/appartement-a-vendre-de-77-m%c2%b2-3/
almanzil.ma,appartement-meuble-a-vendre-de-89-m%c2%b2-dont-86-m%c2%b2-habitables,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #73,https://almanzil.ma/property/appartement-meuble-a-vendre-de-89-m%c2%b2-dont-86-m%c2%b2-habitables/
almanzil.ma,appartement-a-vendre-de-133-m%c2%b2-dont-116-m%c2%b2-habitables,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #74,https://almanzil.ma/property/appartement-a-vendre-de-133-m%c2%b2-dont-116-m%c2%b2-habitables/
almanzil.ma,appartement-a-vendre-de-104-m%c2%b2-dont-97-m%c2%b2-habitables,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #75,https://almanzil.ma/property/appartement-a-vendre-de-104-m%c2%b2-dont-97-m%c2%b2-habitables/
almanzil.ma,appartement-meuble-a-vendre-de-109-m%c2%b2,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #76,https://almanzil.ma/property/appartement-meuble-a-vendre-de-109-m%c2%b2/
almanzil.ma,appartement-meuble-a-vendre-de-133-m%c2%b2-dont-112-m%c2%b2-habitables,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #77,https://almanzil.ma/property/appartement-meuble-a-vendre-de-133-m%c2%b2-dont-112-m%c2%b2-habitables/
almanzil.ma,studio-a-vendre-de-50-m%c2%b2-dont-36-m%c2%b2-habitables,2026-06-03 02:45,Villa,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #78,https://almanzil.ma/property/studio-a-vendre-de-50-m%c2%b2-dont-36-m%c2%b2-habitables/
almanzil.ma,studio-meuble-a-vendre-de-45-m%c2%b2,2026-06-03 02:45,Villa,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #79,https://almanzil.ma/property/studio-meuble-a-vendre-de-45-m%c2%b2/
almanzil.ma,appartement-a-vendre-de-45-m%c2%b2,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #80,https://almanzil.ma/property/appartement-a-vendre-de-45-m%c2%b2/
almanzil.ma,appartement-a-vendre-de-140-m%c2%b2-dont-135-m%c2%b2-habitables,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #81,https://almanzil.ma/property/appartement-a-vendre-de-140-m%c2%b2-dont-135-m%c2%b2-habitables/
almanzil.ma,appartement-a-vendre-de-127-m%c2%b2-dont-120-m%c2%b2-habitables,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #82,https://almanzil.ma/property/appartement-a-vendre-de-127-m%c2%b2-dont-120-m%c2%b2-habitables/
almanzil.ma,appartement-a-vendre-de-85-m%c2%b2-dont-72-m%c2%b2-habitables,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #83,https://almanzil.ma/property/appartement-a-vendre-de-85-m%c2%b2-dont-72-m%c2%b2-habitables/
almanzil.ma,appartement-a-vendre-de-83-m%c2%b2-2,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #84,https://almanzil.ma/property/appartement-a-vendre-de-83-m%c2%b2-2/
almanzil.ma,appartement-meuble-a-vendre-de-131-m%c2%b2-dont-118-m%c2%b2-habitables,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #85,https://almanzil.ma/property/appartement-meuble-a-vendre-de-131-m%c2%b2-dont-118-m%c2%b2-habitables/
almanzil.ma,appartement-a-vendre-de-66-m%c2%b2-2,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #86,https://almanzil.ma/property/appartement-a-vendre-de-66-m%c2%b2-2/
